doc_id,source_idx,genre,model,text,label,obfuscated,condition,technique,score,pred
doc_0209,259,fiction,gpt-4.1,"In the old house at the corner of Maple and 3rd, where the paint peeled like shedding snakeskin and the porch sagged from years of sighing under winter snow, lived Mr. Statler, or Old Statler as the children called him with the kind of wary reverence that old men tend to inspire in young hearts unacquainted with the wear of time. He had not always been old, though to those who saw him now, with his knobby hands and his beard gone bristly white, it seemed impossible that he had ever been any other way. He moved slowly, it is true, as if every step cost him a decision, but his eyes, at certain moments, could flash with the green quickness of a spring-lit forest, and then one glimpsed the man he had been, living still beneath the folds of age.

Those who delivered the mail spoke quietly of the inside of the house, saying it smelled of pipe tobacco and oiled leather, and that the walls bore maps—dozens of them—of cities and coastlines, rivers and mountain chains, as if Old Statler was keeping track of the world’s changing face for some purpose known only to himself. The children, when their balls or kites escaped into his yard, would sometimes dart up onto the porch and peer through the wavy glass, and on good days, Old Statler would open the door and invite them in without speaking, his gesture crooked but warm, to retrieve whatever they had lost. Sometimes he would let them linger, and point out a country with a gnarled finger, muttering, “Here be tigers, methinks,” or “In the valleys here, the air smells like honey and thunder.” The children would giggle, unsure if he was teasing or telling the truth, and scamper away when they felt the weight of his gaze.

It was said by some—those who remembered him as the young man who had once left town with a knapsack and a grin as wide as the river—that Old Statler had lived a life that ran richer and deeper than most, and that he kept those maps as a kind of journal, each line and symbol a memory pressed flat and silent for safekeeping. There were rumors that he had fought in wars, that he had sailed on ships with names as forgettable as dreams, that he had loved and lost and loved again, all while the rest of the town went about its cycles of planting and reaping, loving and dying, as ordinary as the seasons themselves.

His daughter sometimes visited, driving up from the city in a car so new and polished it looked absurd parked beside the faded clapboard. She would bring groceries, sometimes a pie or a tin of coffee, and would sit with Old Statler on the porch, trying in her careful and adult way to persuade him to move in with her, “just for a little while, Dad, until it’s easier.” But he would only smile, his face softening like wet clay, and say, “There are still places on the map I’ve yet to visit, even if only with my mind.” She would sigh, not really understanding—how could she?—yet love and resignation mingled in her eyes as she kissed his forehead and returned to her world of schedules and elevators.

The people in town marked the passing of Old Statler’s days as one marks the seasons, by small changes and quiet rhythms. They saw him trimming the wild roses in spring, standing at the edge of the sidewalk in summer, arm raised in greeting as children biked past, raking leaves in autumn’s chill, and, in the winter, sitting at the window with a lamp burning, casting his shadow like a watchman’s silhouette over the snow. Some thought him lonely, but he did not seem so; rather, he seemed to be living in a time with different measures, where a day could hold the memory of a whole other life, and where the silent companionship of a map or a fading photograph was enough.

Once, when I was a boy, I lost a marble in his yard, a swirl of green and gold that I cherished more than seemed reasonable. I stood uncertain at the foot of his steps, the late light slanting across the porch, and Old Statler appeared as if conjured by my longing. Without a word, he led me to the overgrown hydrangeas, bent with surprising grace, and plucked the marble from the tangle. He held it in his palm, rolling it back and forth, and his eyes, catching the evening sun, shone as bright as any jewel. “Life is a great game of finding and losing,” he said, and pressed it into my hand, the warmth lingering long after I’d run home.

Now, when I think of him—gone these many years—I remember the maps, the smell of tobacco and roses, and the",1,False,ai_plain,,0.03697755187749863,0
doc_0239,76,fiction,gpt-4.1,"The streets were gray and damp that morning, the kind of day when the clouds press so low over the city you imagine you could reach up and let your hand vanish into them. Pavel let himself drift along the curb, hands stuffed deep into the pockets of his worn coat, his mind moving as heavily as his feet. He hadn't slept, not really, and every time he closed his eyes in the night, he saw the same narrow room, the same pale face behind the window. 

He supposed he was a fool. Razumihin told him so often enough—always with a kind of affectionate exasperation, as if that would soften it. ""You overthink everything, Pasha,"" he'd say, clapping a friendly hand against Pavel’s back. ""You should let things happen."" Pavel would nod, but the words never fit him, not really.

He'd meant to go straight home after work, but his own legs betrayed him, steering him instead to the old tenement on Petrovska Street. He couldn't say why he went—he could have told himself he was only checking that she was all right, but he didn't like lying anymore, not even to himself. So he let his body move and didn't force his mind to keep up.

There was a faint light in the window. The glass was smeared with fingerprints, and as he squinted up at it, he could just make out a thin silhouette moving behind the dirty lace curtains. He stood there for a long time, his heart ticking faster, wondering whether to go up or walk away.

Someone bumped into him from behind. ""Pavel! What are you doing standing out here like a street post?"" Razumihin's voice was too loud for the quiet street. He grinned, an armful of groceries clutched to his chest, his hat askew. 

""I was just passing by,"" Pavel said, looking away.

""You want to see her,"" Razumihin replied, not bothering to lower his voice. ""Why don't you go up, then?""

Pavel pressed his lips together. ""I don't want to bother her.""

Razumihin rolled his eyes. ""You think too much. If you went up, maybe you'd actually know how she feels. Instead you stand out here in the cold and let your thoughts freeze you solid.""

He started to say something, but a sharp sound from above interrupted him. The window rattled and then opened with a squeal. Anya leaned out, her shawl huddled around her shoulders, eyes bright in the gloom.

""Pavel? Is that you?""

He stepped back, suddenly embarrassed. ""Yes. I was—just passing by.""

She looked at him for a moment, then smiled. ""You might as well come up. I've made some tea. Razumihin, you too!""

""See?"" Razumihin muttered, nudging him. ""It helps to be direct.""

The climb up the stairs was steep, the banister slick with years of hands. Pavel followed Razumihin, the groceries shifting awkwardly between them. Anya held the door open, and the little room was suddenly full with the two of them. 

It was no different than before—patched chairs, the faint smell of old books and lemon peels, the quiet ticking of the clock. Anya poured tea, careful not to spill, her hands steady. 

""So, what brings you here?"" she asked, settling back into her chair.

Pavel looked at her, then at his friend, uncertain. Razumihin filled the silence, talking about work, the too-early frost, his own misadventures. Anya laughed, her eyes crinkling, and the room felt warmer. But Pavel felt the words caught in his throat. He wanted to say something—anything—but everything seemed foolish on his tongue.

At last, Razumihin ran out of stories and stood to leave. ""I should get going,"" he said, swinging his coat over his arm. ""And Pavel, try not to stand outside in the cold next time. Grow a spine, my friend!"" He winked at Anya, who shook her head, smiling.

When the door closed, the room was quieter. Anya cleared the cups and then sat across from Pavel, her hands folded in her lap. 

""Why did you come?"" she asked softly.

He hesitated, unsure if honesty was bravery or folly. He watched the steam unravel from his cup.

""I suppose I wanted to see you,"" he managed. ""To see if you were all right.""

She didn't speak for a moment, then reached across the table, her hand resting next to his. ""You could have just said that.""

He felt foolish and relieved all at once. The city outside felt far away, the troubles a little smaller. They sat in silence, neither needing to fill it. For once, Pavel let the moment be,",1,False,ai_plain,,0.03697755187749863,0
doc_0248,736,fiction,gpt-4.1,"Dear Clara,

I am writing this letter on the old wooden desk by the window, late in the evening. I think of you often and, as I write, I find myself wishing I could see your face in the flickering lamplight. So many things have happened since you left for the city two months ago, and I know it has been too long since my last letter. I suppose I am writing now because there is so much I want to tell you, and, though I do not have all the right words, I must try.

The days here are slower without your laughter in the house. The garden has changed almost overnight; the roses you planted have grown wild, sprawling across the fence as if trying to escape. Mother says the house feels emptier, though she wouldn’t admit it in so many words. I try to fill the silence with music, playing the old piano when the chores are done, but the notes seem to fall into a quiet that even music cannot reach.

I want you to know that I have read your last letter over and over. I keep it hidden in the drawer, away from sunlight and curious eyes. You wrote about the lessons you are taking, the city’s endless noise, and the crowded streets that never seem to sleep. You asked if I was lonely here, and I never answered truthfully. The truth is, I am a little lonely, but I have learned a kind of patience I did not know I possessed. It is as if I am waiting for something, though I do not know what.

You once said that knowing what you want is the most important lesson there is. I have thought about that a great deal. Some days I think I want to leave for the city and see the world as you do. Other days, I think I want only the quiet of home, the sound of the wind in the trees, and the comfort of ordinary things. I do not know which is truer. Perhaps both are, and I am meant to live between them for a while. I do know that, for now, I want to understand myself better, to listen for the small voice that tells me who I am. That is one lesson I wish you could teach me, though I suspect I must learn it alone.

Last Sunday, I went to church with Mother. The pews were half-empty, and the minister spoke about faith—how sometimes, when we cannot see the road ahead, we must trust that God is guiding us. I am not sure what I believe, but I do know the comfort of ritual: the way sunlight falls through stained glass, the warmth of hands joined in prayer, and the quiet moments after the last hymn, when everyone lingers before stepping back into the world. I wonder if you have found a church in the city or if you have left that behind, too, with so much else. I hope you have found something, or someone, to hold onto when the days grow long.

Father has grown quieter these past months. He asks about you, sometimes, but never says so directly. When the post arrives, he pretends not to notice whether a letter bears your handwriting. He spends more time in the fields, coming home late, hands stained with earth. I think he worries you will forget this place, but I know you better than that. You have always carried home with you, wherever you go.

I suppose I am writing not because I have answers, but because I have questions. I want to know if you are happy. I want to know if you sometimes wish you had stayed, or if your world is so wide you have forgotten how small ours can be. I want to know if the lessons you are learning are making you stronger, or if they are only making you tired. I want to know if you think of me, as I think of you, when the night is quiet and the city hushes for a moment.

Perhaps, in time, the answers will come. Until then, I will keep writing. I will tend the roses and play the piano. I will try to find joy in small things. And when you return—and I hope you do, even just for a while—I will be here, waiting by the window, ready to listen to all the stories you have brought back with you.

With love,

Anna",1,False,ai_plain,,0.03697755187749863,0
doc_0260,636,fiction,gpt-4.1,"In the city of Athens, where the sun fell in golden sheets on pale stone, there lived a man named Timon. He was known to all, though few could truly claim to know him. His house stood apart from the others, at the edge of the olive groves, where the breeze from the hills carried the scent of thyme and dust. In his early days, Timon delighted in the company of friends. He opened his doors to all, feasted them, laughed with them, and called each man “brother.” There was no request he would deny, no jest he would not join.

But time is a wheel, and fortune rides upon it. When Timon’s wealth was spent, when his feasts grew rare and his laughter was tinged with worry, the city’s friends drifted away. He sent for one, then another, each with a reason for absence. Some wrote polite refusals; others gave none at all. A few, remembering past gifts, offered him only empty words and the dust of broken promises. Through it all, Timon waited at his gates, hoping each day for a change.

One afternoon, as the shadows lengthened, a stranger approached. He was a thin man, his tunic patched at the elbows, but he carried himself with a certain pride. “Art thou Timon of Athens?” he asked, voice steady.

Timon regarded him. “I am he. What dost thou seek at my door?”

The stranger bowed. “I seek not gold nor food, but a friend. I have heard stories of thy generosity. I have nothing to offer but my company.”

Timon’s lips curled in a wry smile. “Mayhap that is worth more than gold, in these days when old friends are cold and new friends are few. What is thy name?”

“Menander, son of Eudorus. I have come from the harbor. I saw thee once, in better days, when the city sang thy praises.”

Timon invited Menander inside. They sat beneath the vines, watching the evening come. Menander spoke of the sea, of trade and distant lands. Timon listened, one hand resting on the arm of his chair, the other tracing patterns in the dust. As twilight deepened, he found himself confiding in this new companion. He spoke of loss, of the bitterness that follows when one’s trust is betrayed. Menander listened, saying little. At last, Timon sighed.

“I have given much, and gained nothing. Is it the curse of Athens, that friends are fair in fortune and false in need?”

Menander shook his head. “Not all, Timon. Not all. There are those for whom friendship is more than a feast, who care not for thy purse but for thy company.”

Timon looked at him, searching for any hint of mockery. He found only sincerity.

The days passed. Menander returned, sometimes bringing bread or olives, sometimes nothing but stories. They walked the groves, speaking of philosophy and fate. Timon’s bitterness faded, though it did not vanish. He no longer awaited letters or knocks at the door. He no longer woke in the morning with hope, nor slept at night with disappointment. He let go of what was lost.

One night, as they sat by the fire, a letter arrived. The seal was familiar—an old friend, one who had once sworn eternal loyalty. Timon opened it with trembling hands. The words were polite, apologetic. The friend had heard of Timon’s troubles and wished to offer support—now, when there was little left to gain.

Timon laughed, a low sound that echoed in the small room. “See, Menander? When all is gone, the city remembers me. When the feasts are but memory, they write with fine words.”

Menander leaned forward. “Wilt thou accept his aid?”

Timon folded the letter. “Nay. I have learned, at last, to know my friends. Those who come not for gold, but for nothing, save a place by the fire.”

Menander smiled. “Then thou art richer now than in all thy days of plenty.”

Timon nodded, watching the flames dance. The night outside was very still. In the silence, two men sat together, and found that, sometimes, nothing is all a friend may bring—and all that thou may need.",1,False,ai_plain,,0.03697755187749863,0
doc_0261,560,fiction,gpt-4.1,"The games were always announced with great ceremony, trumpets blaring from the city’s highest towers, banners unfurled along the avenues, and the people pressing into the squares as if to glimpse the gods themselves parading among mortals, yet beneath the spectacle and the laughter and the clatter of coins changing hands, Rian saw the same tightness in every jaw, the same wary flicker in their eyes, as though they all understood the truth but were afraid to name it aloud. For the games, though celebrated in public and sanctified by the Temple, were not merely a test of skill or luck, nor a harmless diversion to amuse the gods who, it was said, sometimes leaned from their seats in the sky to watch men contend for honor and survival; they were, in fact, a mechanism to sift the worthy from the wicked, and Rian, who had spent his childhood in the shadow of the arena, knew too well how thin the line could be between glory and condemnation.

It had always been this way, or so the elders insisted, telling stories as old as stone about the dawn of the city, when the gods, tired of chaos among mortals, decreed that every year on the eve of summer, the names of eight men and women would be drawn by lot from among the citizens and brought forth to play the games, their fates determined by a sequence of challenges so elaborate and capricious that not even the priests could claim to understand every rule or its purpose. Those who failed, who stumbled or balked or flinched at the wrong moment, were judged not simply as unlucky but as unworthy, their names struck from the city’s records and their families shunned for a generation. Those who won stood at the city’s heart in robes of crimson and gold, raised to heights they could never have imagined, their families honored, their children granted privileges beyond the reach of ordinary men.

But among the market stalls and in the quiet rooms behind shuttered windows, people whispered what could not be spoken in daylight: that sometimes the games were not fair, that the lots were drawn with a hidden hand, that the Temple’s favor could be bought or traded for a secret, that the gods themselves had grown indifferent or distracted by matters in the heavens and no longer watched as carefully as they once did. Rian had heard these whispers since childhood; his own father had vanished after his turn in the games, and though the official account named him a coward and a cheat, Rian’s mother had told him a different story, one that he kept locked behind his teeth, recited only in the silence of night when the city’s revels faded and the shadows pressed close.

Now, with his name drawn for the first time, Rian felt the weight of both legacies—the public one, full of expectation and pride, and the secret one, tangled with loss and suspicion—settle on his shoulders as he moved through the city toward the arena. The streets were lined with faces he knew, friends and rivals alike, all transformed by the knowledge that one of their own would stand before the gods and the judges. Some called out encouragements, a few made signs of protection, and still others averted their eyes as he passed, unwilling to gamble their own fortunes by associating too closely with one marked by fate.

Inside the arena, the sun was blinding, glinting off marble and gold, and the crowd’s roar echoed up into the pale blue sky. The other chosen men and women stood beside him, faces set in expressions of grim determination or barely contained fear. The High Priest, swathed in ceremonial white, recited the invocation, calling on the gods to observe and judge, and then the first of the games began: a test of memory and precision, in which each contestant was required to recall the sequence of ancient laws spoken by the priest and to inscribe them in the sand without error.

Rian’s hands trembled as he knelt, the memory of his father’s last words flickering at the edge of his thoughts, but he forced himself to focus, to push away the noise, the heat, the eyes of the city upon him. He remembered the stories his mother had whispered, the secret code she claimed was hidden in the words, something only the worthy could see, and as he traced the symbols into the sand, he felt for the first time a strange certainty, as if someone were guiding his hand. The judges watched, the crowd held its breath, and as Rian finished, he looked up, not at the priests or the people, but at the patch of empty sky where, if the old tales were true, the gods might still be watching, waiting to see which of the wicked would be revealed, and which could be counted among the worthy.",1,False,ai_plain,,0.03697755187749863,0
doc_0357,3560,essays,gpt-4.1,"The process of making dough may seem straightforward, but when precision is required, every gram and every minute matters. Measuring exactly 250 grams of flour and combining it with water at the right temperature requires both patience and accuracy, especially when you are trying to halve a recipe or adjust quantities for a smaller batch. The speed at which you mix the ingredients also plays a crucial role in the final texture; kneading too quickly or slowly can affect gluten development. Setting a timer for eight minutes and following a clear diagram of the kneading steps helps ensure that the dough achieves the perfect elasticity needed for baking. Paying attention to these details, even something as small as folding the dough at intervals, can make a significant difference in the end result. In baking, discipline with measurements and timing transforms simple ingredients into something extraordinary.",1,False,ai_plain,,0.03697755187749863,0
doc_0359,3078,essays,gpt-4.1,"When considering the variation in climate between different Australian cities, it is fascinating to reflect on the daily experience of winter. For instance, the average maximum temperature in Brisbane during July is notably higher than that of Canberra, which makes a considerable difference in how residents and visitors perceive the season. In Brisbane, July days tend to be mild and pleasant, with average maximums reaching into the low twenties in degrees Celsius. People can often be seen walking along the riverfront in light jackets, enjoying outdoor cafes, and making the most of the gentle winter sun. In contrast, Canberra’s winter is far sharper. The daily maximum in July hovers several degrees lower, frequently struggling to reach double digits. Frosty mornings are common, and the cold persists well into the afternoon. Residents adapt by layering their clothing, seeking warmth indoors, and perhaps even appreciating the cozy atmosphere that the chilly air provides. These differences underscore not just the diversity of Australian climates but also the ways in which daily life adjusts to the weather. Whether one prefers the mild, sunny days of Brisbane or the crisp, invigorating air of Canberra, the character of July is shaped as much by temperature averages as by the routines and attitudes of the people who live through them.",1,False,ai_plain,,0.03697755187749863,0
doc_0384,3342,essays,gpt-4.1,"Food consumption around the world varies greatly, shaped by tradition, geography, and economic conditions. Rice, for example, is the staple in Cambodia, forming the foundation of every meal. Families may eat rice three times a day, and the average calorie intake per person from rice is incredibly high. In contrast, maize holds a similar status in Mexico, where it is used in tortillas, snacks, and drinks. For Mexicans, maize is not just a source of calories; it is intertwined with national identity. In Egypt, bread made from wheat is a dietary constant, supplying a large share of daily energy. Meanwhile, Poland’s cuisine highlights potatoes and bread, though the calorie intake per capita is often supplemented by dairy and meat. These regional differences demonstrate that the way people meet their basic nutritional needs is deeply cultural. Whether through rice, maize, or wheat, societies adapt crops to climate and history, making food not just sustenance, but also a symbol of identity and belonging.",1,False,ai_plain,,0.03697755187749863,0
doc_0395,3618,essays,gpt-4.1,"Ethanol production from corn has become an important process in the search for renewable fuels. The journey from raw corn to usable ethanol involves several steps, each critical to the final product. The process begins with milling the corn to create a fine meal, which is then mixed with water and heated. This cooking stage, which might last several hours, helps break down the starches in the corn so that they can be more easily converted to sugars. Once cooled, enzymes are added to convert the starch into simple sugars, and yeast is introduced to begin fermentation. Over the next forty-eight hours or more, the yeast transforms the sugars into ethanol and carbon dioxide. After fermentation, the mixture is distilled, separating the ethanol from the residual water and solids. Each point in this sequence, from grinding to distillation, requires close monitoring to ensure maximum efficiency. Ultimately, this careful process yields ethanol, a fuel that can help reduce our dependence on fossil energy sources.",1,False,ai_plain,,0.03697755187749863,0
doc_0400,1116,fiction,gpt-4.1,"Okay, so, honestly, I never really liked talking about my father. Not because he was some monster or whatever, but because, well, how do you talk about someone who feels like a ghost most of the time? I guess that's the thing about fathers—they're either too much right in your face, or they're barely there at all, just a shadow, you know? So you end up filling in all the blanks with stories you half-remember, or stuff your mother says when she’s tipsy and angry at the sink.

But, alright, this isn’t about her. This is about me and my brother, and, yeah, my father—Sir Robert. Well, not like ""sir"" like he got knighted or anything, more like everyone just called him Sir Robert because he’d walk around acting like he owned the place. And sometimes, in a way, he kind of did. He owned the land our house was on, a couple acres of rough, stubborn grass and some apple trees that never really bore much fruit. You could stand at the edge and see all the way to the river on a clear day, not that it was ever that clear.

My brother, Dan, was always saying how one day he’d be the one telling people what to do, not Sir Robert. He’d lift his chin and try to look older, and I’d laugh and say, ""Sure, when pigs fly,"" and he’d get all red. Thing is, Dan was the proper son, at least in our father’s eyes. The sort of kid that always came home with his hair combed and his shirt tucked in. I was—well, let's just say, my mother sometimes used the word ""bastard"" when she was mad, and not always in a joking way.

It’s weird, how a word can hang in the air like smoke. You don’t want to breathe it in, but you do, and you can’t get it out again after. Sir Robert never called me that, at least not to my face, but he didn’t have to. There’s a way a man looks at someone that says everything, and it’s worse than any word.

So one summer, I was maybe fifteen, Dan seventeen, and Sir Robert started talking about the land. He’d sit out back in that old, cracked chair, drinking his beer, watching the sunset, and he’d say, “One day, all this is yours, Dan. You've got to keep it right, keep it in the family.” I’d be standing right there, but it's like I was invisible, like I was the wind messing up the grass.

Does it make sense to want something just because someone says you can’t have it? I never cared about the land, not really, but suddenly it turned important. I started spending more time outside, walking the edge of the property, picking up rocks, throwing them at the fence. I mean, who was I, really? The spare? The secret? Like, what would happen to me when Sir Robert died? Would I just disappear, like he always seemed to hope I would?

One night, Dan found me sitting by the old barn. He plopped down next to me, didn’t say much at first, just picked at the dirt. After a long while, he goes, “He’s just scared. That’s why he acts like that.” I stared at him, confused, because I’d always thought Sir Robert was too tough for fear, you know? Dan shrugged, kicking a pebble. “He’s scared I’ll mess it up. Maybe he’s scared you’ll want it so bad, you’ll take it.”

And I laughed, but I could feel something shift between us. Brothers, but not really—never quite equal. He was born right; I was a stray, a maybe. Still, we sat there, shoulder to shoulder, and for a second, it didn’t matter who’d get the land or who was whose son.

Here’s what I think: families are weird as hell. Who gets to count, who doesn’t. Do we stay because of love, or just because it’s what we know? It’s messy and unfair and sometimes it makes you want to run far away and never look back.

But, you know, next morning I woke up early, grabbed two apples—sour as ever—and tossed one to Dan. He caught it, smiled, and for just a moment, we were both just kids again. Not sons of Sir Robert, not “proper” or “bastard,” just two brothers, with the whole stubborn, scraggly land stretching out behind us, and the sun coming up like maybe today things could be different.",1,True,ai_obfuscated,fiction_disfluency_humanized,0.03697755187749863,0
